ID,longitude,latitude
84,822.9012042359881980352916382,-1282.701054484331299464336619
85,822.9012042359881989537767376,-1297.701054484331299464336619
86,822.9012042359881998722618370,-1312.701054484331299464336619
87,822.9012042359882007907469364,-1327.701054484331299464336619
88,822.9012042359882017092320358,-1342.701054484331299464336619
89,822.9012042359882026277171352,-1357.701054484331299464336619
90,822.9012042359882035462022346,-1372.701054484331299464336619
91,822.9012042359882044646873340,-1387.701054484331299464336619
92,822.9012042359882053831724334,-1402.701054484331299464336619
93,822.9012042359882063016575328,-1417.701054484331299464336619
94,822.9012042359882072201426322,-1432.701054484331299464336619
95,822.9012042359882081386277316,-1447.701054484331299464336619
96,822.9012042359882090571128310,-1462.701054484331299464336619
97,822.9012042359882099755979304,-1477.701054484331299464336619
98,822.9012042359882108940830298,-1492.701054484331299464336619
99,822.9012042359882118125681292,-1507.701054484331299464336619
100,822.9012042359882127310532286,-1522.701054484331299464336619
101,822.9012042359882136495383280,-1537.701054484331299464336619
102,822.9012042359882136495383280,-1537.701054484331299464336619
103,822.9069338134021200894359941,-1552.701052514647489456939353
104,822.9470407908111343500052141,-1567.700991454449379236044166
105,823.0559016653738099426897431,-1582.700575851165467742581538
106,823.2678884200659288328377598,-1597.699037528109852226338926
107,823.6173594953149583475541338,-1612.694899222425027400389656
108,824.1386426351055193006327583,-1627.685738223024684595522328
109,824.8660068990462024069289704,-1642.667950008536510914670878
110,825.8336211318880700585320813,-1657.636511885244988387345464
111,827.0754961819851805350980388,-1672.584746625034193124064356
112,828.6254081601874717207022425,-1687.504086103330594470786985
113,830.5168000306563413995725353,-1702.383834937045854163348310
114,832.7826588250932612030623923,-1717.210934122519625481894693
115,835.4553657718717612802243294,-1731.969724673462352405321419
116,835.4553657718717553073058688,-1731.969724673462502788674063
117,838.6019418064772524814184116,-1746.635405181529119726974860
118,842.1870064107103871477629518,-1761.200103506235812738140586
119,846.2073332684119265613883208,-1775.650712402178192255192831
120,850.6593043567739099699206171,-1789.974227296736295926877366
121,855.5389132023158594832675526,-1804.157757993313758053716830
122,860.8417684864403563984221755,-1818.188540271642776196032306
123,866.5630979973239113014112654,-1832.053947374722678180831300
124,872.6977529245846411078598457,-1845.741501372047197897558609
125,879.2402124928648977621644398,-1859.238884388901106741216059
126,886.1845889301561308683726501,-1872.533949691615482884316653
127,893.5246327663959487998720242,-1885.614732618807485746743188
128,901.2537384575699695978453228,-1898.469461348769336421810768
129,909.3649503302549564877817765,-1911.086567493311870074052668
130,917.8509688412560708605421887,-1923.454696508534476511215890
131,926.7041571467022510446195092,-1935.562717913146788977258458
132,935.9165479746911654436910275,-1947.399735305151944768681934
133,945.4798507952949683221429431,-1958.955096167871466221783313
134,955.3854592814789604673005606,-1970.218401456492483430111425
135,965.6244590542141404944838932,-1981.179514956505814276028351
136,976.1876357048165532261559683,-1991.828572405614026668047719
137,987.0654830872939323717825964,-2002.155990370903102963979355
138,998.2482118732344978908240527,-2012.152474873283656713369302
139,1009.725758361542785721728017,-2021.809029751446405314169871
140,1021.487793535090021877128259,-2031.116964757798591272348195
141,1033.523732356133945196237840,-2040.067903379101508669663664
142,1045.822743292136830615309457,-2048.653790374766046504845936
143,1058.373758063414732497794142,-2056.866899026026116896787718
144,1071.165481603841746036838906,-2064.699838089463910677551913
145,1084.186402225646622785778157,-2072.145558448629707897254567
146,1097.424801979155834062059278,-2079.197359457771475004279201
147,1110.868767198156043083575235,-2085.848894971963094928697066
148,1124.506199221390823182094771,-2092.094179058207068948633397
149,1138.324825280538288405825704,-2097.927591382369747912179510
150,1152.312209544874416320599715,-2103.343882267103024823513143
151,1166.455764312681431358516755,-2108.338177416199186613483126
152,1180.742761339329638501557036,-2112.905982301128880334090828
153,1195.160343291838389687871875,-2117.043186205813297011730375
154,1209.695535319607942568350318,-2120.746065925990984528710234
155,1224.335256730909527010016853,-2124.011289119850840905229935
156,1224.335256730909527010016853,-2124.011289119850840905229935
157,1239.094047281852254097099679,-2126.683996066629340078676592
158,1253.921146467326025554389898,-2128.949854861066258974268471
159,1268.800895301041285362765573,-2130.841246731535127742016925
160,1283.720234779337686804392939,-2132.391158709737418014075061
161,1298.668469519126891617154747,-2133.633033759834527575325627
162,1313.637031395835369149078616,-2134.600647992676394310368669
163,1328.619243181347195512765382,-2135.328012256617076499268996
164,1343.610082181946852739817441,-2135.849295396407636534423470
165,1358.605943876262027935267102,-2136.198766471656665130908143
166,1373.604405553206412432004935,-2136.410753226348783102665255
167,1388.603989949922500945208114,-2136.519614100911457776890133
168,1403.603928889724390726768770,-2136.559721078320471118977993
169,1418.603926920040580719722340,-2136.565450655734376640390680
170,1433.603926920040580719722340,-2136.565450655734376640390680
171,1448.603926920040580719722340,-2136.565450655734376640390680
172,1463.603926920040580719722340,-2136.565450655734376640390680
173,1478.603926920040580719722340,-2136.565450655734376640390680
174,1493.603926920040580719722340,-2136.565450655734376640390680
175,1508.603926920040580719722340,-2136.565450655734376640390680
176,1523.603926920040580719722340,-2136.565450655734376640390680
177,1538.603926920040580719722340,-2136.565450655734376640390680
178,1553.603926920040580719722340,-2136.565450655734376640390680
179,1568.603926920040580719722340,-2136.565450655734376640390680
180,1583.603926920040580719722340,-2136.565450655734376640390680
181,1598.603926920040580719722340,-2136.565450655734376640390680
182,1613.603926920040580719722340,-2136.565450655734376640390680
183,1628.603926920040580719722340,-2136.565450655734376640390680
184,1643.603926920040580719722340,-2136.565450655734376640390680
185,1658.603926920040580719722340,-2136.565450655734376640390680
186,1673.603926920040580719722340,-2136.565450655734376640390680
187,1688.603926920040580719722340,-2136.565450655734376640390680
188,1703.603926920040580719722340,-2136.565450655734376640390680
189,1718.603926920040580719722340,-2136.565450655734376640390680
190,1733.603926920040580719722340,-2136.565450655734376640390680
191,1748.603926920040580719722340,-2136.565450655734376640390680
192,1763.603926920040580719722340,-2136.565450655734376640390680
193,1778.603926920040580719722340,-2136.565450655734376640390680
194,1793.603926920040580719722340,-2136.565450655734376640390680
195,1808.603926920040580719722340,-2136.565450655734376640390680
196,1823.603926920040580719722340,-2136.565450655734376640390680
197,1838.603926920040580719722340,-2136.565450655734376640390680
198,1853.603926920040580719722340,-2136.565450655734376640390680
199,1868.603926920040580719722340,-2136.565450655734376640390680
200,1883.603926920040580719722340,-2136.565450655734376640390680
201,1898.603926920040580719722340,-2136.565450655734376640390680
202,1913.603926920040580719722340,-2136.565450655734376640390680
203,1913.603926920040580719722340,-2136.565450655734376640390680
204,1927.628871603510015013088331,-2136.584183939492261921748523
205,1941.653140685286614357706797,-2136.715314347486823610516117
206,1955.673356156906204009840114,-2137.071202907605844183780855
207,1969.680735196361929635770460,-2137.764030165992636467018362
208,1983.658387761332917516809715,-2138.905435223557104330868941
209,1997.578614182412934754309361,-2140.605829905346758015012844
210,2011.400202756339049474670387,-2142.973279773731002288177277
211,2011.400202756339070291352098,-2142.973279773731002288177277
212,2026.015392172725836288387822,-2146.339100093150318208405819
213,2040.402454067976077882756212,-2150.575249066182079619484652
214,2054.509610555429262506182451,-2155.666481131015302833735431
215,2068.286091105631473356945602,-2161.594473350087445188454266
216,2081.682315265415615850324624,-2168.337891352873190068710668
217,2094.650071093992528741283874,-2175.872466116580109433447004
218,2107.142688673875098785986435,-2184.171081308423132309219822
219,2119.115208072183805159143841,-2193.203870875140651845218626
220,2130.524541147854185512161049,-2202.938326528534604868174623
221,2141.329626622414929375553581,-2213.339414740203401247602327
222,2151.491577856249716642638756,-2224.369702824412401335511985
223,2160.973822798507183922128203,-2235.989493655340107817512857
224,2169.742235606990883782801458,-2248.156968533863539942179072
225,2177.765259464339843624730062,-2260.828337689715969897368181
226,2185.014020148493598032518090,-2273.957997877373013909978366
227,2191.462429948711422760270804,-2287.498696498490536225571729
228,2197.087281553159372942135061,-2301.401701660232318917036393
229,2201.868331570172328452999520,-2315.616977557459916129727245
230,2205.788373382603380550309222,-2330.093364547599109796487310
231,2205.788373382603380550309222,-2330.093364547599109796487310
232,2208.155823250987625669801866,-2343.914953121525224371883840
233,2209.856217932777280206313805,-2357.835179542605241505264342
234,2210.997622990341748926048758,-2371.812832107576229316412694
235,2211.690450248728542066990859,-2385.820211147031954899919606
236,2212.046338808847563498746198,-2399.840426618651544530261034
237,2212.177469216842126046252603,-2413.864695700428143866850078
238,2212.196202500600012186390628,-2427.889640383897578159068986
239,2212.196202500600013104875727,-2442.889640383897578159068986
240,2212.196202500600014023360826,-2457.889640383897578159068986
241,2212.196202500600014941845925,-2472.889640383897578159068986
242,2212.196202500600014941845925,-2472.889640383897578159068986
243,2212.214935784357901081983949,-2486.914585067367012451287894
244,2212.346066192352463629490355,-2500.938854149143611787876938
245,2212.701954752471485061245693,-2514.959069620763201418218366
246,2213.394782010858278202187795,-2528.966448660218927001725278
247,2214.536187068422746921922748,-2542.944101225189914812873630
248,2216.236581750212401458434687,-2556.864327646269931946254132
249,2218.604031618596646577927331,-2570.685916220196046521650662
250,2218.604031618596643591468100,-2570.685916220196121713326984
251,2221.900578629339311129820280,-2585.036229969953513259307296
252,2226.036222645615868440794052,-2599.167584309900846180264320
253,2230.996618029703358807702975,-2613.030960685951380813230880
254,2236.764558263133966162905799,-2626.578270100521072323497005
255,2243.320035632315516602852958,-2639.762519922663421630049949
256,2250.640310630881206686149389,-2652.537976895151196972323102
257,2258.699990838025854964621621,-2664.860325773067031081199072
258,2267.471118999218070353529888,-2676.686823043622517133345038
259,2276.923270003755099741960257,-2687.976445193984433652746044
260,2287.023656422767385807526543,-2698.690031012800862671086885
261,2297.737242241583814825867384,-2708.790417431813148736653172
262,2309.026864391945814611995238,-2718.242568436350261391810388
263,2320.853361662501217397414357,-2727.013696597542393513991807
264,2333.175710540417051506290327,-2735.073376804687041792464039
265,2345.951167512904826848563480,-2742.393651803252731875760470
266,2359.135417335047301055206694,-2748.949129172434337826858861
267,2372.682726749616881543170357,-2754.717069405864861915334838
268,2386.546103125667416176136917,-2759.677464789952380037819377
269,2400.677457465614804608245172,-2763.813108806228937348793148
270,2415.027771215372203093119387,-2767.109655816971577131569713
271,2415.027771215372203093119387,-2767.109655816971577131569713
272,2428.849359789298317813480412,-2769.477105685355821404734146
273,2442.769586210378335050980059,-2771.177500367145475088878049
274,2456.747238775349322932019314,-2772.318905424709942952728628
275,2470.754617814805048557949660,-2773.011732683096735235966135
276,2484.774833286424638210082977,-2773.367621243215755809230873
277,2498.799102368201237554701443,-2773.498751651210317497998467
278,2512.824047051670671848067434,-2773.517484934968202779356310
279,2527.824047051670671848067434,-2773.517484934968202779356310
280,2542.824047051670671848067434,-2773.517484934968202779356310
281,2557.824047051670671848067434,-2773.517484934968202779356310
282,2572.824047051670671848067434,-2773.517484934968202779356310
283,2587.824047051670671848067434,-2773.517484934968202779356310
284,2602.824047051670671848067434,-2773.517484934968202779356310
285,2617.824047051670671848067434,-2773.517484934968202779356310
286,2632.824047051670671848067434,-2773.517484934968202779356310
287,2647.824047051670671848067434,-2773.517484934968202779356310
288,2662.824047051670671848067434,-2773.517484934968202779356310
289,2677.824047051670671848067434,-2773.517484934968202779356310
290,2692.824047051670671848067434,-2773.517484934968202779356310
291,2707.824047051670671848067434,-2773.517484934968202779356310
292,2722.824047051670671848067434,-2773.517484934968202779356310
293,2737.824047051670671848067434,-2773.517484934968202779356310
294,2752.824047051670671848067434,-2773.517484934968202779356310
295,2767.824047051670671848067434,-2773.517484934968202779356310
296,2782.824047051670671848067434,-2773.517484934968202779356310
297,2797.824047051670671848067434,-2773.517484934968202779356310
298,2812.824047051670671848067434,-2773.517484934968202779356310
299,2827.824047051670671848067434,-2773.517484934968202779356310
300,2842.824047051670671848067434,-2773.517484934968202779356310
301,2857.824047051670671848067434,-2773.517484934968202779356310
302,2872.824047051670671848067434,-2773.517484934968202779356310
303,2887.824047051670671848067434,-2773.517484934968202779356310
304,2902.824047051670671848067434,-2773.517484934968202779356310
305,2917.824047051670671848067434,-2773.517484934968202779356310
306,2932.824047051670671848067434,-2773.517484934968202779356310
307,2947.824047051670671848067434,-2773.517484934968202779356310
308,2962.824047051670671848067434,-2773.517484934968202779356310
309,2977.824047051670671848067434,-2773.517484934968202779356310
310,2992.824047051670671848067434,-2773.517484934968202779356310
311,3007.824047051670671848067434,-2773.517484934968202779356310
312,3007.824047051670671848067434,-2773.517484934968202779356310
313,3022.823970110896843447816245,-2773.553294665962045515884891
314,3037.821584946908163040029394,-2773.803947038698898821743194
315,3052.805350443630370587028565,-2774.484064275841131368476271
316,3067.745259699270389990850141,-2775.807166504647902338705812
317,3082.583607133456921063102549,-2777.983467566168742448283436
318,3082.583607133456937716447919,-2777.983467566168742448283435
319,3097.171911049115572429374219,-2781.458512873468060601865570
320,3111.458820461397439822465025,-2786.016886538346361914207616
321,3125.364009168357898322570940,-2791.632959725834630473016684
322,3138.809297140718174163625940,-2798.275156829482492672710148
323,3151.719090078430202123998947,-2805.906133000904125542561385
324,3164.020804429330707703032908,-2814.482984116100940743208892
325,3175.645275480275570030047469,-2823.957487998054307422833542
326,3186.527146226317624983809105,-2834.276375539346661615823475
327,3196.605234831563707726703591,-2845.381630200461533310672646
328,3205.822878615712573375534498,-2857.210814199873573994935239
329,3214.128252632255960958590344,-2869.697419561969799841293050
330,3221.474661047180559909380713,-2882.771242049082351745724306
331,3227.820799679933666543635149,-2896.358775875251192279634349
332,3233.130988230551644553062283,-2910.383626982492590664307297
333,3237.375370887285969130092576,-2924.766942555983192188705200
334,3237.375370887285969130092576,-2924.766942555983192188705200
335,3239.551671948806810148256934,-2939.605289990169723127697602
336,3240.874774177613582033292078,-2954.545199245809742450502533
337,3241.554891414755815497516177,-2969.528964742531949955856534
338,3241.805543787492669721713531,-2984.526579578543269532721651
339,3241.841353518486513376722500,-2999.526502637769441130277749
340,3241.841353518486514295207599,-3014.526502637769441130277749
341,3241.841353518486515213692698,-3029.526502637769441130277749
342,3241.841353518486516132177797,-3044.526502637769441130277749
343,3241.841353518486516132177797,-3044.526502637769441130277749
344,3241.877163249480359787186766,-3059.526425696995612727833847
345,3242.127815622217214011384119,-3074.524040533006932304698964
346,3242.807932859359447475608219,-3089.507806029729139810052965
347,3244.131035088166219360643363,-3104.447715285369159132857895
348,3246.307336149687060378807721,-3119.286062719555690071850298
349,3246.307336149687057989640336,-3119.286062719555750225191355
350,3249.709179071245176060986025,-3133.610549811309723725210370
351,3254.155579193729005048171486,-3147.645968994774094176940844
352,3259.622441089627005915249313,-3161.316261117328011745635558
353,3266.080139360662156398748223,-3174.547345681529590158569727
354,3273.493679180391720727302484,-3187.267522293749459108718520
355,3281.822885934204177736492013,-3199.407859214816722029533276
356,3291.022622929036208404115725,-3210.902566907085357342404359
357,3301.043035993023651762487091,-3221.689354553639542991399276
358,3311.829823639577837411482008,-3231.709767617626964145310149
359,3323.324531331846472724353091,-3240.909504612459017017394354
360,3335.464868252913735645167846,-3249.238711366271474026583883
361,3348.185044865133604595316640,-3256.652251186001038355138144
362,3361.416129429335194110481054,-3263.109949457036166634176561
363,3375.086421551889156088096754,-3268.576811352934189705714880
364,3389.121840735353482130906243,-3273.023211475417996488439849
365,3389.121840735353482130906243,-3273.023211475417996488439849
366,3403.960188169540013203158652,-3275.199512536938836598017472
367,3418.900097425180032606980228,-3276.522614765745607568247014
368,3433.883862921902240153979399,-3277.202732002887840114980091
369,3448.881477757913559746192547,-3277.453384375624693420838394
370,3463.881400817139731345941358,-3277.489194106618536157366975
371,3478.881400817139731345941358,-3277.489194106618536157366975
372,3493.881400817139731345941358,-3277.489194106618536157366975
373,3508.881400817139731345941358,-3277.489194106618536157366975
374,3508.881400817139731345941358,-3277.489194106618536157366975
375,3523.881323876365902945690169,-3277.525003837612378893895556
376,3538.878938712377222537903318,-3277.775656210349232199753859
377,3553.862704209099430084902489,-3278.455773447491464746486936
378,3568.802613464739449488724065,-3279.778875676298235716716477
379,3583.640960898925980560976473,-3281.955176737819075826294101
380,3583.640960898925997214321843,-3281.955176737819075826294100
381,3598.229264814584631927248143,-3285.430222045118393979876235
382,3612.516174226866499320338949,-3289.988595709996695292218281
383,3626.421362933826957820444864,-3295.604668897484963851027349
384,3639.866650906187233661499864,-3302.246866001132826050720813
385,3652.776443843899261621872871,-3309.877842172554458920572050
386,3665.078158194799767200906832,-3318.454693287751274121219556
387,3676.702629245744629527921393,-3327.929197169704640800844207
388,3687.584499991786684481683029,-3338.248084710996994993834140
389,3697.662588597032767224577515,-3349.353339372111866688683311
390,3706.880232381181632873408422,-3361.182523371523907372945904
391,3715.185606397725020456464268,-3373.669128733620133219303715
392,3722.532014812649619407254637,-3386.742951220732685123734972
393,3728.878153445402726041509073,-3400.330485046901525657645014
394,3734.188341996020704050936207,-3414.355336154142924042317962
395,3738.432724652755028627966500,-3428.738651727633525566715865
396,3738.432724652755028627966500,-3428.738651727633525566715865
397,3740.609025714275869646130858,-3443.576999161820056505708267
398,3741.932127943082641531166002,-3458.516908417460075828513198
399,3742.612245180224874995390101,-3473.500673914182283333867199
400,3742.862897552961729219587455,-3488.498288750193602910732316
401,3742.898707283955572874596424,-3503.498211809419774508288414
